term,StudyA_intercept,StudyB_intercept,StudyD_intercept,StudyE_intercept,StudyF_intercept,StudyG_intercept,StudyH_intercept,StudyI_intercept,StudyJ_intercept,StudyK_intercept,StudyL_intercept,StudyM_intercept,StudyN_intercept,StudyO_intercept,StudyQ_intercept,StudyR_intercept,StudyS1_intercept,StudyS2_intercept,StudyA_slope,StudyB_slope,StudyD_slope,StudyE_slope,StudyF_slope,StudyG_slope,StudyH_slope,StudyI_slope,StudyJ_slope,StudyK_slope,StudyL_slope,StudyM_slope,StudyN_slope,StudyO_slope,StudyQ_slope,StudyR_slope,StudyS1_slope,StudyS2_slope
StudyL_intercept,0.10396691168239565,0.0664760564926226,0.0207971878799789,0.02940599810459944,0.05375218006219057,0.04683599592169701,-0.007305775489092205,-0.006922108856939318,-0.0517878002775029,-0.06554936668996829,0.24957032749450292,0.025904700902741582,0.04792193404818507,0.009519836627131658,0.05257611539487793,0.039819659774913745,0.06164520011564728,0.1698827628472432,-0.044124535472395955,-0.02035630596625824,-0.010735756491123722,-0.01492144604192532,-0.02263577422080485,-0.02141050392100494,0.0009507500081212746,0.011737815830429365,0.022480012685556758,0.011613834214731857,-0.14796281439748946,-0.011550776104625621,-0.023627971950483738,-0.005568442231363412,-0.02457711680010576,-0.018650587354125597,-0.027819927145758545,-0.07452394205660058
StudyM_intercept,0.03980485646046491,0.016853032816912594,0.006915043252789925,-2.074749441256327e-05,0.013585859440816132,0.014386589431392587,-0.0013621976915885292,-0.009651232504979262,-0.03415650491776128,-0.042109932141797535,0.025904700902741582,0.10914354467398014,0.012396367101210783,2.409089359576072e-05,0.013591044655071194,0.0066841737793746515,0.02101415142579431,-0.0011920005081001587,-0.017598225330540247,-0.005095294884822923,-0.003934330308040311,-0.00017138690484087306,-0.006746593280994805,-0.007312734031845833,0.0005491488676538048,0.007636589158091142,0.01614463914154659,0.009750132335354341,-0.013338727239922857,-0.06060959330857891,-0.0040195933370374935,-0.0008103459621664421,-0.006796583656513763,-0.0032339888095340497,-0.008064129975287533,-0.005766359709883066
StudyN_intercept,0.04818121505810915,0.04178278132201035,0.010851046708031598,0.015573443148110993,0.021752635855348958,0.016606232004445207,-0.005517374130839458,-0.0036840390271236515,-0.040748871136022644,-0.0646870361486406,0.04792193404818507,0.012396367101210783,0.20367166331720568,0.009218567621586578,0.024185515632814666,0.009933121321372036,0.046909122926038264,0.07260882773006698,-0.02136477632491839,-0.01996674794577405,-0.006570622416796941,-0.003993702727954277,-0.008096089131537029,-0.00911526791315877,0.0017101493746027323,0.0029598180597513496,0.016829276960478336,0.03213732898877997,-0.023388350678766906,-0.002649355767422692,-0.11104231632494023,-0.0036452515728799474,-0.010425748618858272,-0.00499765772741783,-0.01820733646738655,-0.03213896198622014
StudyO_intercept,0.02739611867513432,0.03421866415489118,0.01604528883671473,0.015002169244150295,0.01312451507697577,0.006301102903019126,-0.0008958868729575105,-0.010508893775418054,-0.017583624341972994,-0.019535857405709442,0.009519836627131658,2.409089359576072e-05,0.009218567621586578,0.4918098873907671,0.010492252892350305,0.019307044188369624,0.010182022215513642,-0.024676942799325856,-0.010827959825239767,-0.0184487232254135,-0.005221152062762215,-0.005150649238978629,-0.004134573938428667,0.00022601919794061504,0.0018480471204541092,0.009204312808961532,0.006304819533705453,0.002227194971779567,-0.0007683924159804711,0.002738105052186505,-0.003714132252002624,-0.19113273710467463,-0.003652267100049024,-0.008307629060758158,-0.0025054835406633905,0.010013469898177174
StudyQ_intercept,0.05712902542464916,0.03507116457331493,0.0169132417822549,0.01770826890544666,0.03036205362894646,0.010120497928995598,-0.007957830676810333,-0.008122248517794656,-0.034314325764689325,-0.04275777575695245,0.05257611539487793,0.013591044655071194,0.024185515632814666,0.010492252892350305,0.08504751165353665,0.02120430741693451,0.04056661364004927,0.04273069124412684,-0.02552724664351623,-0.011674557009699535,-0.008435374697146029,-0.008034562837758844,-0.013838961730322499,-0.005921370246372992,0.004922013154887666,0.005516873495018737,0.014549448513474467,0.014579229827996767,-0.02531689947773628,-0.005290374510395903,-0.011964312380616635,-0.004740079621098718,-0.0454330098988967,-0.011590379950203046,-0.0160041462235907,-0.02286398501826574
StudyR_intercept,0.045462701094719414,0.023639584634932733,0.02349275056488496,0.00026997841434444795,0.02345589460947326,0.01061851078344235,-0.0047185158189943545,0.011926304955325128,-0.026480145811862855,-0.04448822816830098,0.039819659774913745,0.0066841737793746515,0.009933121321372036,0.019307044188369624,0.02120430741693451,0.46973922707257354,-0.011984317582537497,-0.004267008755497749,-0.022286073540068303,-0.004396138943289916,-0.011209365136468336,-0.00016412710421756806,-0.010597001713032135,-0.005589461974178985,0.004387849778801381,-0.012530592397434955,0.0125478037507036,0.0018753149048273627,-0.01745439994134575,-0.0017795807800372442,-0.00904505442757289,-0.008172016728709408,-0.009100254566454523,-0.17989254980807298,-0.006429286269729831,-0.005583257318541837
StudyS1_intercept,0.10572701434421847,0.06640168954692224,0.018297749513305827,-0.03977559819412707,0.028124947318999987,0.004767367766466878,-0.018315622004240507,-0.015706120648811838,-0.04545739839534514,-0.036290623317677434,0.06164520011564728,0.02101415142579431,0.046909122926038264,0.010182022215513642,0.04056661364004927,-0.011984317582537497,1.2297600514199087,0.028019832475318904,-0.056366587687518996,-0.05312608063262032,-0.010675036149348819,0.031488118050953605,-0.013297370383945264,-0.008631760747050153,0.014451684993568976,0.01903167779389059,0.014612149912489858,-0.03190023990568734,-0.03125890004135928,-0.004496393937884686,-0.015801503090531785,-0.0036563238292043046,-0.019756089487047,0.0001446677363236919,-0.3848665402207161,-0.014686935905198558
StudyS2_intercept,0.32685522116379845,0.11396098136407741,-0.05805227715830584,0.10124350624372265,0.1135136604960502,0.09012913641133816,0.003215362839470477,-0.0304906816480773,-0.06061942587949509,-0.12512254777274115,0.1698827628472432,-0.0011920005081001587,0.07260882773006698,-0.024676942799325856,0.04273069124412684,-0.004267008755497749,0.028019832475318904,12.655422330269317,-0.15863678720099508,-0.06315833362192222,0.007957116547476453,-0.08098869715943713,-0.05722169922181085,-0.033150058097115076,-0.01897057946266707,0.015072632311558696,0.02372260002211816,0.037641017132840564,-0.0829474988527496,0.029004755888308843,-0.040209552109831286,0.008001529098348364,-0.01809500527184945,-0.007115937521247224,-0.021342964561263555,-4.811155393620331
StudyA_slope,-0.3647536786338297,-0.03164441008465697,-0.02448321062613574,-0.024851310439365816,-0.027812412813850225,-0.0338239335805608,0.002686126754862239,-0.013133395562539759,0.030132423923884096,0.036049554561408605,-0.044124535472395955,-0.017598225330540247,-0.02136477632491839,-0.010827959825239767,-0.02552724664351623,-0.022286073540068303,-0.056366587687518996,-0.15863678720099508,0.2009833711445813,0.007203900525932759,0.010406164385607874,0.011747121323237799,0.011748168935258584,0.01275042487584105,-0.0024384897403809448,0.00499176257312634,-0.01550715210167036,-0.012853452423056648,0.016889083547134094,0.005795622097620736,0.003677639612542435,0.0027861126442798043,0.010896309020756258,0.008465241024231924,0.022682395973933515,0.06631630431269463
StudyB_slope,-0.022154860532452216,-0.25608985968210757,-0.020242138902894422,-0.004265262989686067,-0.014984937372936947,0.0013733982759732409,0.0028046201091147843,0.014743553881155794,0.014889586373447066,0.047122132900926296,-0.02035630596625824,-0.005095294884822923,-0.01996674794577405,-0.0184487232254135,-0.011674557009699535,-0.004396138943289916,-0.05312608063262032,-0.06315833362192222,0.007203900525932759,0.25168225700877006,0.009116782884664987,-0.0015278433776919412,0.005961605755897775,-0.0013523058460368051,-0.00414071760794421,-0.017015175243658143,-0.009176036436890921,-0.03101778208435235,0.007750230261017196,0.002809992772658185,0.007250546012785853,0.006646986992930844,0.004230883828363377,0.0018572435978996913,0.01954697392477602,0.02657017058719734
StudyD_slope,-0.021247389186149167,-0.014155353093460481,-0.25701559525695344,-7.880412832972684e-05,-0.010217129917760756,-0.007392766027582091,0.004899262095740549,-0.003951237559760423,0.010635343186804536,0.015312802277552773,-0.010735756491123722,-0.003934330308040311,-0.006570622416796941,-0.005221152062762215,-0.008435374697146029,-0.011209365136468336,-0.010675036149348819,0.007957116547476453,0.010406164385607874,0.009116782884664987,0.10843953328511736,0.0011291760268199074,0.005782480787330846,0.004049241394014616,-0.0035461022479391954,0.002266651003191639,-0.003953112288933166,0.006469777918944029,0.005733580193523244,0.0019719115908187115,0.0020628969038836127,0.0019420567067220873,0.00471607491062478,0.004695929060004744,0.0057694288149584445,0.0024109583407176337
StudyE_slope,-0.02695971778934882,-0.004827433207553544,-0.005450377667503146,-0.3460040488976262,-0.014034377185086587,-0.005833404849966994,0.003813804723497599,-0.0066424949364363075,0.011953011737767933,0.01629254798998107,-0.01492144604192532,-0.00017138690484087306,-0.003993702727954277,-0.005150649238978629,-0.008034562837758844,-0.00016412710421756806,0.031488118050953605,-0.08098869715943713,0.011747121323237799,-0.0015278433776919412,0.0011291760268199074,0.20255005918478816,0.006385771133545558,0.004086756631882613,-0.003968720011276767,0.006688747257701738,-0.0050057019379108215,0.0005648973648223699,0.005642876036631548,-0.0004107303796795087,0.0026839930557750686,0.0022829963829903003,0.0039756644963508956,0.002088157811039566,-0.008391724923916573,0.03229793945357672
StudyF_slope,-0.026598276898080763,-0.017798154727858315,-0.011797267987690485,-0.010234408092201623,-0.0717486696566069,-0.00411262113081355,0.006203001382705777,0.007681578942626005,0.02171035241179358,0.03455959943894964,-0.02263577422080485,-0.006746593280994805,-0.008096089131537029,-0.004134573938428667,-0.013838961730322499,-0.010597001713032135,-0.013297370383945264,-0.05722169922181085,0.011748168935258584,0.005961605755897775,0.005782480787330846,0.006385771133545558,0.0389303803355574,0.001799695367499072,-0.0049861773370369926,-0.005990319600345737,-0.010105719134492683,-0.013306269376022868,0.010696834485159599,0.0015940524829802995,0.001946810574538732,0.001211344501225102,0.006700188948889771,0.0048776452465864595,0.005487541963509099,0.025952185342263318
StudyG_slope,-0.027052832335093955,-0.009070926676293582,-0.008770902081613212,-0.011222505083534227,-0.006356726656984813,-0.21955806747084444,-0.0016487057157114375,0.0033413303437861467,0.022332901559877813,0.02831749505951537,-0.02141050392100494,-0.007312734031845833,-0.00911526791315877,0.00022601919794061504,-0.005921370246372992,-0.005589461974178985,-0.008631760747050153,-0.033150058097115076,0.01275042487584105,-0.0013523058460368051,0.004049241394014616,0.004086756631882613,0.001799695367499072,0.10161923247841533,0.0007743137123146323,-0.004103802004629052,-0.011259619038896308,-0.01447634994720205,0.01069290069809672,0.0017443662081057527,0.0029784502831365933,-0.0005195051204877465,0.002685033508051003,0.0028410814273877602,0.005087177926050246,0.016262254606886167
StudyH_slope,-0.0004610099478773952,0.004222657258649713,0.0046030182481326615,0.0067279651573602635,0.007161533938792517,-0.004864483763791959,-0.09712316353278072,0.015095818725858886,0.0067847462859840215,0.007413265935307373,0.0009507500081212746,0.0005491488676538048,0.0017101493746027323,0.0018480471204541092,0.004922013154887666,0.004387849778801381,0.014451684993568976,-0.01897057946266707,-0.0024384897403809448,-0.00414071760794421,-0.0035461022479391954,-0.003968720011276767,-0.0049861773370369926,0.0007743137123146323,0.07720154304076413,-0.012726263613425897,-0.0038951085919741303,-0.005604128854549053,-0.0015037092793676525,-0.00028974693600350833,-0.0023294614447963986,-0.0015369824918127605,-0.003906172036983963,-0.0030456719684753743,-0.006686848696623055,0.0038661253861125007
StudyI_slope,-0.0078390192385061,0.021201610374433726,-0.008036119170063236,-0.013254123241171166,0.011979415808652921,0.006697412979297246,0.018247009143445913,-0.3708235370686145,0.014412267473439459,0.018415524186668027,0.011737815830429365,0.007636589158091142,0.0029598180597513496,0.009204312808961532,0.005516873495018737,-0.012530592397434955,0.01903167779389059,0.015072632311558696,0.00499176257312634,-0.017015175243658143,0.002266651003191639,0.006688747257701738,-0.005990319600345737,-0.004103802004629052,-0.012726263613425897,0.33185253997444053,-0.007776314003791732,-0.003128240365668641,-0.007522172017164958,-0.005934826386215538,-0.0013536928068214958,-0.0064390275606461735,-0.00195411100949027,0.0036474542410031225,-0.0005511223238165094,-0.004319137662151332
StudyJ_slope,0.033108723490941246,0.019789916126000597,0.008028861686069649,0.008680163895860613,0.0206358045532357,0.02233848764995747,0.006136861680611891,0.01690396677056682,-0.07662069343660782,0.025789163239187035,0.022480012685556758,0.01614463914154659,0.016829276960478336,0.006304819533705453,0.014549448513474467,0.0125478037507036,0.014612149912489858,0.02372260002211816,-0.01550715210167036,-0.009176036436890921,-0.003953112288933166,-0.0050057019379108215,-0.010105719134492683,-0.011259619038896308,-0.0038951085919741303,-0.007776314003791732,0.050403577330829535,-0.02036487825319981,-0.010609469900370901,-0.007472841191238398,-0.01000768870219818,-0.0030303960904959726,-0.007226085485589099,-0.007002753819114807,-0.006635950553459578,-0.01325180881694814
StudyK_slope,0.015757591105438225,0.04177965420290695,-0.028367973630760532,-0.004893223897121353,0.022466153709821864,0.01635209489715258,0.009988969202842727,0.018333034494673592,0.03454894873564433,-0.49254763461353673,0.011613834214731857,0.009750132335354341,0.03213732898877997,0.002227194971779567,0.014579229827996767,0.0018753149048273627,-0.03190023990568734,0.037641017132840564,-0.012853452423056648,-0.03101778208435235,0.006469777918944029,0.0005648973648223699,-0.013306269376022868,-0.01447634994720205,-0.005604128854549053,-0.003128240365668641,-0.02036487825319981,0.9536691461733756,-0.005061438451955878,-0.004496174122538056,-0.02788069519402367,-0.0006195646528087112,-0.010276342829564598,-0.004139523540649897,-0.0008538301249172444,-0.027835088132305015
StudyL_slope,-0.041359807300161165,-0.028374754208682653,-0.01259264370900946,-0.010063333557342713,-0.024130794341038937,-0.02409489233455522,0.002444489670387197,0.004622428655371839,0.02242804327551559,0.0334308197538721,-0.14796281439748946,-0.013338727239922857,-0.023388350678766906,-0.0007683924159804711,-0.02531689947773628,-0.01745439994134575,-0.03125890004135928,-0.0829474988527496,0.016889083547134094,0.007750230261017196,0.005733580193523244,0.005642876036631548,0.010696834485159599,0.01069290069809672,-0.0015037092793676525,-0.007522172017164958,-0.010609469900370901,-0.005061438451955878,0.10055211703164978,0.006055390250464674,0.012850470383766932,0.0009253716566488136,0.012682501663620269,0.008299454637366836,0.015783592841013324,0.038332695393441404
StudyM_slope,-0.014735192135148577,-0.007097382262613391,-0.004548764084507602,-0.0006243383835884763,-0.00319378455039819,-0.005144733148865125,-0.0015817204743821679,0.005494436621048798,0.013658724630815893,0.022638775874180214,-0.011550776104625621,-0.06060959330857891,-0.002649355767422692,0.002738105052186505,-0.005290374510395903,-0.0017795807800372442,-0.004496393937884686,0.029004755888308843,0.005795622097620736,0.002809992772658185,0.0019719115908187115,-0.0004107303796795087,0.0015940524829802995,0.0017443662081057527,-0.00028974693600350833,-0.005934826386215538,-0.007472841191238398,-0.004496174122538056,0.006055390250464674,0.05265497423596224,-0.0009547552468217418,-0.0010589112914674648,0.0025424602901802673,0.0006971002722404586,0.0025761871735739137,-0.009450916869119337
StudyN_slope,-0.010934421885948039,-0.015699811122982143,-0.005337019308507703,-0.010119261164473063,-0.006838067871715195,-0.006767008770758598,0.004081217133032173,-0.0028804175490474374,0.021467542666966453,0.03873773171639836,-0.023627971950483738,-0.0040195933370374935,-0.11104231632494023,-0.003714132252002624,-0.011964312380616635,-0.00904505442757289,-0.015801503090531785,-0.040209552109831286,0.003677639612542435,0.007250546012785853,0.0020628969038836127,0.0026839930557750686,0.001946810574538732,0.0029784502831365933,-0.0023294614447963986,-0.0013536928068214958,-0.01000768870219818,-0.02788069519402367,0.012850470383766932,-0.0009547552468217418,0.10369160143807947,0.0003247993206605278,0.005581819467938162,0.004282701541272356,0.007372519006653789,0.017664217387552136
StudyO_slope,-0.009973904263597769,-0.014130140708771324,-0.006535684224852036,-0.006198907337765769,-0.005016800085110233,-0.0025967488478250383,0.0008549905789885636,0.0058965579160280245,0.007488665471876243,0.011106373274623306,-0.005568442231363412,-0.0008103459621664421,-0.0036452515728799474,-0.19113273710467463,-0.004740079621098718,-0.008172016728709408,-0.0036563238292043046,0.008001529098348364,0.0027861126442798043,0.006646986992930844,0.0019420567067220873,0.0022829963829903003,0.001211344501225102,-0.0005195051204877465,-0.0015369824918127605,-0.0064390275606461735,-0.0030303960904959726,-0.0006195646528087112,0.0009253716566488136,-0.0010589112914674648,0.0003247993206605278,0.07829898729999896,0.0013399454425003115,0.0032669978680423444,0.0009022854718803946,-0.003562845850546449
StudyQ_slope,-0.024000562355327992,-0.014584150056923074,-0.009813203587664089,-0.007947887851183551,-0.01313341486145505,-0.004096432056342599,0.003948833247019647,0.0023108266824787213,0.015559601224027945,0.023370433464881716,-0.02457711680010576,-0.006796583656513763,-0.010425748618858272,-0.003652267100049024,-0.0454330098988967,-0.009100254566454523,-0.019756089487047,-0.01809500527184945,0.010896309020756258,0.004230883828363377,0.00471607491062478,0.0039756644963508956,0.006700188948889771,0.002685033508051003,-0.003906172036983963,-0.00195411100949027,-0.007226085485589099,-0.010276342829564598,0.012682501663620269,0.0025424602901802673,0.005581819467938162,0.0013399454425003115,0.027657989190443915,0.005491799266452986,0.008399752350284987,0.011294745574144229
StudyR_slope,-0.0181344474438439,-0.010414519179412787,-0.01005848200083638,-0.004290985063186995,-0.010603401286270664,-0.005731581812139954,0.002701740635816575,-0.0049655275999734615,0.013389623028180015,0.02433108844632883,-0.018650587354125597,-0.0032339888095340497,-0.00499765772741783,-0.008307629060758158,-0.011590379950203046,-0.17989254980807298,0.0001446677363236919,-0.007115937521247224,0.008465241024231924,0.0018572435978996913,0.004695929060004744,0.002088157811039566,0.0048776452465864595,0.0028410814273877602,-0.0030456719684753743,0.0036474542410031225,-0.007002753819114807,-0.004139523540649897,0.008299454637366836,0.0006971002722404586,0.004282701541272356,0.0032669978680423444,0.005491799266452986,0.07593972671196558,0.005424939954333186,0.006333091313680654
StudyS1_slope,-0.04278534412168073,-0.02713017626246071,-0.011011204596127805,0.010542367633732338,-0.010073663701926317,-0.0069465423168497695,0.0063672633191497515,-0.00015321834446292143,0.017110867080661517,0.026976152308283666,-0.027819927145758545,-0.008064129975287533,-0.01820733646738655,-0.0025054835406633905,-0.0160041462235907,-0.006429286269729831,-0.3848665402207161,-0.021342964561263555,0.022682395973933515,0.01954697392477602,0.0057694288149584445,-0.008391724923916573,0.005487541963509099,0.005087177926050246,-0.006686848696623055,-0.0005511223238165094,-0.006635950553459578,-0.0008538301249172444,0.015783592841013324,0.0025761871735739137,0.007372519006653789,0.0009022854718803946,0.008399752350284987,0.005424939954333186,0.13910843643581158,0.012765736450344711
StudyS2_slope,-0.1359713501783818,-0.04886119561410346,0.011056722477703245,-0.039530738958508185,-0.04853255813776727,-0.03952878928561577,-0.0005734807268143714,0.00812900717307292,0.028372058168566996,0.07540952552126352,-0.07452394205660058,-0.005766359709883066,-0.03213896198622014,0.010013469898177174,-0.02286398501826574,-0.005583257318541837,-0.014686935905198558,-4.811155393620331,0.06631630431269463,0.02657017058719734,0.0024109583407176337,0.03229793945357672,0.025952185342263318,0.016262254606886167,0.0038661253861125007,-0.004319137662151332,-0.01325180881694814,-0.027835088132305015,0.038332695393441404,-0.009450916869119337,0.017664217387552136,-0.003562845850546449,0.011294745574144229,0.006333091313680654,0.012765736450344711,1.8574573113234447
